ticket_id,subject,body,channel,priority,created_ts,category,urgency,sentiment
TK-104327,How do I change my email,How do I change my email. I need this resolved.,twitter,Medium,2026-05-07 11:02:00,General,low,neutral
TK-104328,Cannot log into my account,Please respond ASAP. Cannot log into my account. I need this resolved.,web_form,Urgent,2026-05-12 01:46:00,Login/Access,high,negative
TK-104329,What are your business hours,I've been waiting for days!! What are your business hours. I need this resolved.,twitter,High,2026-04-17 05:56:00,Login/Access,high,negative
TK-104333,Need bulk edit functionality,I've been waiting for days!! Need bulk edit functionality. I need this resolved.,chat,Medium,2026-06-09 06:22:00,Feature Request,high,negative
TK-104334,I was charged twice this month,Please respond ASAP. I was charged twice this month. Can someone look into this?,twitter,Urgent,2026-05-10 17:56:00,Billing,high,negative
TK-104335,Where is my order,This is really frustrating. Where is my order. Let me know next steps.,chat,Urgent,2026-06-10 18:15:00,Shipping,high,negative
TK-104336,SSO redirect keeps failing,Thanks for your help. SSO redirect keeps failing. Please advise.,email,High,2026-06-12 02:06:00,Login/Access,medium,positive
TK-104314,Wrong item was delivered,This is really frustrating. Wrong item was delivered. Please advise.,twitter,Urgent,2026-03-02 11:24:00,Shipping,high,negative
TK-104315,Two-factor code not working,This is really frustrating. Two-factor code not working. Can someone look into this?,email,Urgent,2026-01-21 19:12:00,Bug/Error,high,negative
TK-104316,Need bulk edit functionality,Need bulk edit functionality. Let me know next steps.,twitter,Low,2026-04-08 15:07:00,Feature Request,low,neutral
TK-104317,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. Let me know next steps.,email,Medium,2026-02-23 11:15:00,Feature Request,low,neutral
TK-104341,Two-factor code not working,This is really frustrating. Two-factor code not working. I need this resolved.,email,High,2026-04-09 12:58:00,Login/Access,high,negative
TK-104342,Please add dark mode,Not happy about this. Please add dark mode. Can someone look into this?,web_form,Low,2026-04-17 01:50:00,Feature Request,medium,negative
TK-104343,Need bulk edit functionality,Thanks for your help. Need bulk edit functionality. Can someone look into this?,web_form,Low,2026-04-11 06:21:00,Feature Request,low,positive
TK-104344,How do I change my email,Not happy about this. How do I change my email. Let me know next steps.,chat,Low,2026-01-01 05:10:00,Login/Access,high,negative
TK-104330,SSO redirect keeps failing,SSO redirect keeps failing. Any update would help.,phone,Low,2026-05-18 12:56:00,Bug/Error,medium,neutral
TK-104331,Wrong item was delivered,Thanks for your help. Wrong item was delivered. Can someone look into this?,chat,Medium,2026-04-13 18:48:00,Shipping,medium,positive
TK-104332,What are your business hours,Thanks for your help. What are your business hours. Can someone look into this?,email,High,2026-01-16 22:04:00,General,low,positive
TK-104349,Need bulk edit functionality,This is really frustrating. Need bulk edit functionality. Please advise.,web_form,High,2026-01-16 22:21:00,Feature Request,medium,negative
TK-104350,Password reset email never arrives,Password reset email never arrives. Please advise.,email,High,2026-01-30 20:43:00,Login/Access,low,neutral
TK-104345,Export button does nothing,Export button does nothing. Any update would help.,twitter,High,2026-05-12 01:57:00,Bug/Error,medium,neutral
TK-104346,App crashes when I upload a file,Please respond ASAP. App crashes when I upload a file. I need this resolved.,web_form,Medium,2026-03-11 03:12:00,Bug/Error,high,negative
TK-104347,Can you support CSV export,Not happy about this. Can you support CSV export. Can someone look into this?,twitter,Low,2026-02-05 16:21:00,General,medium,negative
TK-104348,Can you support CSV export,Please respond ASAP. Can you support CSV export. Can someone look into this?,email,High,2026-04-23 20:39:00,Feature Request,medium,neutral
TK-104352,Refund not received yet,Please respond ASAP. Refund not received yet. I need this resolved.,twitter,Medium,2026-06-27 22:25:00,Billing,high,negative
TK-104353,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Any update would help.,email,Medium,2026-03-24 04:00:00,Billing,high,negative
TK-104354,I was charged twice this month,I've been waiting for days!! I was charged twice this month. I need this resolved.,twitter,High,2026-01-11 04:03:00,Bug/Error,high,negative
TK-104355,Export button does nothing,Please respond ASAP. Export button does nothing. Please advise.,phone,High,2026-05-12 16:25:00,Bug/Error,high,negative
TK-104357,How do I contact sales,I've been waiting for days!! How do I contact sales. I need this resolved.,phone,High,2026-06-05 03:58:00,General,high,negative
TK-104358,Do you have API documentation,Do you have API documentation. I need this resolved.,email,Low,2026-02-18 04:46:00,General,low,neutral
TK-104359,Refund not received yet,Refund not received yet. Please advise.,email,High,2026-03-22 04:13:00,Billing,medium,neutral
TK-104360,Package arrived damaged,This is really frustrating. Package arrived damaged. I need this resolved.,email,Medium,2026-02-16 17:16:00,Shipping,high,negative
TK-104361,What are your business hours,I've been waiting for days!! What are your business hours. Let me know next steps.,email,Medium,2026-04-11 15:53:00,General,high,negative
TK-104362,Refund not received yet,Thanks for your help. Refund not received yet. Let me know next steps.,twitter,Urgent,2026-03-06 05:15:00,Billing,medium,positive
TK-104356,Data not syncing between devices,Data not syncing between devices. Please advise.,twitter,Low,2026-02-07 14:11:00,Bug/Error,medium,neutral
TK-104351,Delivery is two weeks late,Please respond ASAP. Delivery is two weeks late. I need this resolved.,email,High,2026-05-09 03:18:00,Shipping,high,negative
TK-104337,Please add dark mode,This is really frustrating. Please add dark mode. I need this resolved.,email,Low,2026-04-28 11:25:00,Feature Request,high,negative
TK-104338,Getting a 500 error on checkout,I've been waiting for days!! Getting a 500 error on checkout. Let me know next steps.,chat,High,2026-03-19 10:58:00,Bug/Error,high,negative
TK-104339,Cannot log into my account,This is really frustrating. Cannot log into my account. Can someone look into this?,chat,Urgent,2026-03-01 10:45:00,Login/Access,high,negative
TK-104340,Is there a student discount,This is really frustrating. Is there a student discount. Let me know next steps.,phone,Low,2026-05-26 09:00:00,General,medium,negative
TK-104366,Getting a 500 error on checkout,Thanks for your help. Getting a 500 error on checkout. Can someone look into this?,web_form,Low,2026-01-06 07:53:00,Bug/Error,medium,positive
TK-104370,How do I change my email,Please respond ASAP. How do I change my email. Let me know next steps.,phone,Medium,2026-05-11 18:12:00,Login/Access,low,neutral
TK-104367,I was charged twice this month,Not happy about this. I was charged twice this month. Please advise.,phone,Medium,2026-05-07 04:18:00,Billing,high,negative
TK-104368,Getting a 500 error on checkout,I've been waiting for days!! Getting a 500 error on checkout. I need this resolved.,twitter,Medium,2026-03-16 02:27:00,Bug/Error,high,negative
TK-104369,Account locked after failed attempts,I've been waiting for days!! Account locked after failed attempts. Let me know next steps.,web_form,Medium,2026-05-29 17:20:00,Login/Access,high,negative
TK-104371,Is there a student discount,I've been waiting for days!! Is there a student discount. Please advise.,email,Urgent,2026-06-16 13:33:00,General,high,negative
TK-104372,Getting a 500 error on checkout,Not happy about this. Getting a 500 error on checkout. Let me know next steps.,web_form,Low,2026-04-01 14:49:00,Bug/Error,high,negative
TK-104363,Cancel my plan and refund me,I've been waiting for days!! Cancel my plan and refund me. Any update would help.,web_form,Medium,2026-01-08 09:49:00,Billing,high,negative
TK-104373,Delivery is two weeks late,Thanks for your help. Delivery is two weeks late. Please advise.,email,Urgent,2026-03-02 02:52:00,Shipping,medium,positive
TK-104374,Delivery is two weeks late,This is really frustrating. Delivery is two weeks late. Can someone look into this?,web_form,High,2026-06-16 06:20:00,Shipping,high,negative
TK-104375,Please add dark mode,Thanks for your help. Please add dark mode. Can someone look into this?,phone,Urgent,2026-05-01 20:00:00,Feature Request,low,positive
TK-104376,Invoice shows wrong amount,Please respond ASAP. Invoice shows wrong amount. I need this resolved.,twitter,Urgent,2026-05-25 09:42:00,Billing,high,negative
TK-104364,Do you have API documentation,Please respond ASAP. Do you have API documentation. Any update would help.,phone,Urgent,2026-06-13 22:58:00,General,low,positive
TK-104365,App crashes when I upload a file,Please respond ASAP. App crashes when I upload a file. Any update would help.,email,Urgent,2026-05-05 04:04:00,Bug/Error,high,negative
TK-104381,Would love a mobile app,Not happy about this. Would love a mobile app. I need this resolved.,email,Low,2026-01-29 23:45:00,Feature Request,high,negative
TK-104382,Add integration with Slack,Thanks for your help. Add integration with Slack. I need this resolved.,phone,Medium,2026-01-28 21:14:00,Feature Request,low,positive
TK-104383,Data not syncing between devices,Data not syncing between devices. I need this resolved.,phone,Medium,2026-01-08 08:04:00,Bug/Error,high,negative
TK-104384,Password reset email never arrives,This is really frustrating. Password reset email never arrives. I need this resolved.,phone,Urgent,2026-02-04 13:55:00,Login/Access,high,negative
TK-104377,Export button does nothing,I've been waiting for days!! Export button does nothing. Please advise.,web_form,Low,2026-04-17 22:26:00,Bug/Error,high,negative
TK-104378,Where is my order,Thanks for your help. Where is my order. Please advise.,chat,High,2026-04-02 02:39:00,Shipping,low,positive
TK-104379,Getting a 500 error on checkout,This is really frustrating. Getting a 500 error on checkout. I need this resolved.,email,Medium,2026-05-30 10:21:00,Bug/Error,high,negative
TK-104380,How do I change my email,Not happy about this. How do I change my email. I need this resolved.,chat,Low,2026-06-06 02:22:00,Login/Access,high,negative
TK-104392,Cannot log into my account,Please respond ASAP. Cannot log into my account. Let me know next steps.,chat,Low,2026-03-19 02:45:00,Login/Access,high,negative
TK-104393,Cancel my plan and refund me,Cancel my plan and refund me. Let me know next steps.,email,Urgent,2026-05-13 08:27:00,Billing,high,negative
TK-104389,I was charged twice this month,Please respond ASAP. I was charged twice this month. Please advise.,email,Urgent,2026-04-14 05:15:00,Billing,high,negative
TK-104390,Data not syncing between devices,Thanks for your help. Data not syncing between devices. Can someone look into this?,twitter,Low,2026-01-07 07:52:00,Bug/Error,medium,positive
TK-104391,Refund not received yet,Not happy about this. Refund not received yet. Any update would help.,email,Low,2026-03-18 17:23:00,Billing,high,negative
TK-104385,Is there a student discount,Not happy about this. Is there a student discount. Let me know next steps.,twitter,Low,2026-02-25 20:52:00,General,low,negative
TK-104386,Where is my order,I've been waiting for days!! Where is my order. Can someone look into this?,twitter,Medium,2026-05-15 19:41:00,Shipping,high,negative
TK-104387,Export button does nothing,Not happy about this. Export button does nothing. I need this resolved.,web_form,Urgent,2026-02-05 03:04:00,Bug/Error,high,negative
